Fecha	Cuenta	Departamento	Suma de Importe
12/11/2009	61520	150	($376.23)
12/11/2009	61530	150	($27.32)
12/11/2009	61540	150	($1.25)
12/11/2009	61550	150	($100.86)
12/11/2009	61560	150	($2.91)
12/11/2009	61570	150	($111.33)
12/11/2009	62010	150	($304.10)
12/11/2009	62020	150	"($1,053.79)"
12/11/2009	62099	150	$9.26 
12/11/2009	62510	120	($207.97)
12/11/2009	62520	120	($137.28)
12/11/2009	62530	120	($26.72)
12/11/2009	62550	120	($16.21)
12/11/2009	62560	120	($1.09)
12/11/2009	63050	150	($11.34)
12/11/2009	64000	150	$141.68 
12/11/2009	64010	150	$46.23 
12/11/2009	65540	110	($181.56)
12/11/2009	65550	110	($20.94)
12/11/2009	65570	110	($3.86)
12/11/2009	65590	110	($3.18)
12/11/2009	65600	110	($14.74)
12/11/2009	65610	110	($30.24)
12/11/2009	65690	110	($41.19)
12/11/2009	65700	110	($19.64)
12/11/2009	65710	110	($724.19)
12/11/2009	65730	110	($1.18)
12/11/2009	65740	110	($570.13)
12/11/2009	65750	110	($762.41)
12/11/2009	65760	110	($8.80)
12/11/2009	66020	130	($61.48)
12/11/2009	66040	130	($3.52)
12/11/2009	66050	130	($41.27)
12/11/2009	66070	130	($0.93)
12/11/2009	66080	130	($2.84)
12/11/2009	66090	130	($6.05)
12/11/2009	66100	130	($6.22)
12/11/2009	66110	130	($0.59)
12/11/2009	66120	130	($2.17)
12/11/2009	66130	130	($88.40)
12/11/2009	66510	140	($6.63)
12/11/2009	66520	140	($4.81)
12/11/2009	66530	140	($14.16)
12/11/2009	66550	140	($59.39)
12/11/2009	68050	170	$2.72 
12/11/2009	68060	170	($59.55)
12/12/2009	61510	150	($86.05)
12/12/2009	61520	150	($501.64)
12/12/2009	61530	150	($36.43)
12/12/2009	61540	150	($1.67)
12/12/2009	61550	150	($134.48)
12/12/2009	61560	150	($3.88)
12/12/2009	61570	150	($148.44)
12/12/2009	62010	150	($405.47)
12/12/2009	62020	150	"($1,405.05)"
12/12/2009	62099	150	$12.35 
12/12/2009	62510	120	($277.29)
12/12/2009	62520	120	($183.04)
12/12/2009	62530	120	($35.62)
12/12/2009	62550	120	($21.62)
12/12/2009	62560	120	($1.45)
12/12/2009	63050	150	($15.12)
12/12/2009	64000	150	$188.91 
12/12/2009	64010	150	$61.64 
12/12/2009	65540	110	($242.08)
12/12/2009	65550	110	($27.92)
12/12/2009	65570	110	($5.14)
12/12/2009	65590	110	($4.23)
12/12/2009	65600	110	($19.66)
12/12/2009	65610	110	($40.32)
12/12/2009	65690	110	($54.92)
12/12/2009	65700	110	($26.19)
12/12/2009	65710	110	($965.59)
12/12/2009	65730	110	($1.58)
12/12/2009	65740	110	($760.17)
12/12/2009	65750	110	"($1,016.54)"
12/12/2009	65760	110	($11.74)
12/12/2009	66020	130	($81.98)
12/12/2009	66040	130	($4.69)
12/12/2009	66050	130	($55.02)
12/12/2009	66070	130	($1.24)
12/12/2009	66080	130	($3.78)
12/12/2009	66090	130	($8.06)
12/12/2009	66100	130	($8.30)
12/12/2009	66110	130	($0.78)
12/12/2009	66120	130	($2.90)
12/12/2009	66130	130	($117.87)
12/12/2009	66510	140	($8.84)
12/12/2009	66520	140	($6.41)
12/12/2009	66530	140	($18.87)
12/12/2009	66550	140	($79.18)
12/12/2009	68050	170	$3.63 
12/12/2009	68060	170	($79.40)
12/13/2009	61510	150	($69.32)
12/13/2009	61520	150	($404.10)
12/13/2009	61530	150	($29.34)
12/13/2009	61540	150	($1.34)
12/13/2009	61550	150	($108.33)
12/13/2009	61560	150	($3.12)
12/13/2009	61570	150	($119.58)
12/13/2009	62010	150	($326.62)
12/13/2009	62020	150	"($1,131.84)"
12/13/2009	62099	150	$9.95 
12/13/2009	62510	120	($223.38)
12/13/2009	62520	120	($147.45)
12/13/2009	62530	120	($28.70)
12/13/2009	62550	120	($17.41)
12/13/2009	62560	120	($1.16)
12/13/2009	63050	150	($12.18)
12/13/2009	64000	150	$152.18 
12/13/2009	64010	150	$49.65 
12/13/2009	65540	110	($195.01)
12/13/2009	65550	110	($22.49)
12/13/2009	65570	110	($4.14)
12/13/2009	65590	110	($3.41)
12/13/2009	65600	110	($15.83)
12/13/2009	65610	110	($32.48)
12/13/2009	65690	110	($44.24)
12/13/2009	65700	110	($21.10)
12/13/2009	65710	110	($777.84)
12/13/2009	65730	110	($1.27)
12/13/2009	65740	110	($612.36)
12/13/2009	65750	110	($818.88)
12/13/2009	65760	110	($9.46)
12/13/2009	66020	130	($66.04)
12/13/2009	66040	130	($3.78)
12/13/2009	66050	130	($44.32)
12/13/2009	66070	130	($1.00)
12/13/2009	66080	130	($3.05)
12/13/2009	66090	130	($6.50)
12/13/2009	66100	130	($6.68)
12/13/2009	66110	130	($0.63)
12/13/2009	66120	130	($2.34)
12/13/2009	66130	130	($94.95)
12/13/2009	66510	140	($7.12)
12/13/2009	66520	140	($5.17)
12/13/2009	66530	140	($15.20)
12/13/2009	66550	140	($63.78)
12/13/2009	68050	170	$2.93 
12/13/2009	68060	170	($63.96)
12/14/2009	61510	150	($64.54)
12/14/2009	61520	150	($376.23)
12/14/2009	61530	150	($27.32)
12/14/2009	61540	150	($1.25)
12/14/2009	61550	150	($100.86)
12/14/2009	61560	150	($2.91)
12/14/2009	61570	150	($111.33)
12/14/2009	62010	150	($304.10)
12/14/2009	62020	150	"($1,053.79)"
12/14/2009	62099	150	$9.26 
12/14/2009	62510	120	($207.97)
12/14/2009	62520	120	($137.28)
12/14/2009	62530	120	($26.72)
12/14/2009	62550	120	($16.21)
12/14/2009	62560	120	($1.09)
12/14/2009	63050	150	($11.34)
12/14/2009	64000	150	$141.68 
12/14/2009	64010	150	$46.23 
12/14/2009	65540	110	($181.56)
12/14/2009	65550	110	($20.94)
12/14/2009	65570	110	($3.86)
12/14/2009	65590	110	($3.18)
12/14/2009	65600	110	($14.74)
12/14/2009	65610	110	($30.24)
12/14/2009	65690	110	($41.19)
12/14/2009	65700	110	($19.64)
12/14/2009	65710	110	($724.19)
12/14/2009	65730	110	($1.18)
12/14/2009	65740	110	($570.13)
12/14/2009	65750	110	($762.41)
12/14/2009	65760	110	($8.80)
12/14/2009	66020	130	($61.48)
12/14/2009	66040	130	($3.52)
12/14/2009	66050	130	($41.27)
12/14/2009	66070	130	($0.93)
12/14/2009	66080	130	($2.84)
12/14/2009	66090	130	($6.05)
12/14/2009	66100	130	($6.22)
12/14/2009	66110	130	($0.59)
12/14/2009	66120	130	($2.17)
12/14/2009	66130	130	($88.40)
12/14/2009	66510	140	($6.63)
12/14/2009	66520	140	($4.81)
12/14/2009	66530	140	($14.16)
12/14/2009	66550	140	($59.39)
12/14/2009	68050	170	$2.72 
12/14/2009	68060	170	($59.55)
12/15/2009	61510	150	($64.54)
12/15/2009	61520	150	($376.23)
12/15/2009	61530	150	($27.32)
12/15/2009	61540	150	($1.25)
12/15/2009	61550	150	($100.86)
12/15/2009	61560	150	($2.91)
12/15/2009	61570	150	($111.33)
12/15/2009	62010	150	($304.10)
12/15/2009	62020	150	"($1,053.79)"
12/15/2009	62099	150	$9.26 
12/15/2009	62510	120	($207.97)
12/15/2009	62520	120	($137.28)
12/15/2009	62530	120	($26.72)
12/15/2009	62550	120	($16.21)
12/15/2009	62560	120	($1.09)
12/15/2009	63050	150	($11.34)
12/15/2009	64000	150	$141.68 
12/15/2009	64010	150	$46.23 
12/15/2009	65540	110	($181.56)
12/15/2009	65550	110	($20.94)
12/15/2009	65570	110	($3.86)
12/15/2009	65590	110	($3.18)
12/15/2009	65600	110	($14.74)
12/15/2009	65610	110	($30.24)
12/15/2009	65690	110	($41.19)
12/15/2009	65700	110	($19.64)
12/15/2009	65710	110	($724.19)
12/15/2009	65730	110	($1.18)
12/15/2009	65740	110	($570.13)
12/15/2009	65750	110	($762.41)
12/15/2009	65760	110	($8.80)
12/15/2009	66020	130	($61.48)
12/15/2009	66040	130	($3.52)
12/15/2009	66050	130	($41.27)
12/15/2009	66070	130	($0.93)
12/15/2009	66080	130	($2.84)
12/15/2009	66090	130	($6.05)
12/15/2009	66100	130	($6.22)
12/15/2009	66110	130	($0.59)
12/15/2009	66120	130	($2.17)
12/15/2009	66130	130	($88.40)
12/15/2009	66510	140	($6.63)
12/15/2009	66520	140	($4.81)
12/15/2009	66530	140	($14.16)
12/15/2009	66550	140	($59.39)
12/15/2009	68050	170	$2.72 
12/15/2009	68060	170	($59.55)
12/16/2009	61510	150	($64.54)
12/16/2009	61520	150	($376.23)
12/16/2009	61530	150	($27.32)
12/16/2009	61540	150	($1.25)
12/16/2009	61550	150	($100.86)
12/16/2009	61560	150	($2.91)
12/16/2009	61570	150	($111.33)
12/16/2009	62010	150	($304.10)
12/16/2009	62020	150	"($1,053.79)"
12/16/2009	62099	150	$9.26 
12/16/2009	62510	120	($207.97)
12/16/2009	62520	120	($137.28)
12/16/2009	62530	120	($26.72)
12/16/2009	62550	120	($16.21)
12/16/2009	62560	120	($1.09)
12/16/2009	63050	150	($11.34)
12/16/2009	64000	150	$141.68 
12/16/2009	64010	150	$46.23 
12/16/2009	65540	110	($181.56)
12/16/2009	65550	110	($20.94)
12/16/2009	65570	110	($3.86)
12/16/2009	65590	110	($3.18)
12/16/2009	65600	110	($14.74)
12/16/2009	65610	110	($30.24)
12/16/2009	65690	110	($41.19)
12/16/2009	65700	110	($19.64)
12/16/2009	65710	110	($724.19)
12/16/2009	65730	110	($1.18)
12/16/2009	65740	110	($570.13)
12/16/2009	65750	110	($762.41)
12/16/2009	65760	110	($8.80)
12/16/2009	66020	130	($61.48)
12/16/2009	66040	130	($3.52)
12/16/2009	66050	130	($41.27)
12/16/2009	66070	130	($0.93)
12/16/2009	66080	130	($2.84)
12/16/2009	66090	130	($6.05)
12/16/2009	66100	130	($6.22)
12/16/2009	66110	130	($0.59)
12/16/2009	66120	130	($2.17)
12/16/2009	66130	130	($88.40)
12/16/2009	66510	140	($6.63)
12/16/2009	66520	140	($4.81)
12/16/2009	66530	140	($14.16)
12/16/2009	66550	140	($59.39)
12/16/2009	68050	170	$2.72 
12/16/2009	68060	170	($59.55)
12/17/2009	61510	150	($64.54)
12/17/2009	61520	150	($376.23)
12/17/2009	61530	150	($27.32)
12/17/2009	61540	150	($1.25)
12/17/2009	61550	150	($100.86)
12/17/2009	61560	150	($2.91)
12/17/2009	61570	150	($111.33)
12/17/2009	62010	150	($304.10)
12/17/2009	62020	150	"($1,053.79)"
12/17/2009	62099	150	$9.26 
12/17/2009	62510	120	($207.97)
12/17/2009	62520	120	($137.28)
12/17/2009	62530	120	($26.72)
12/17/2009	62550	120	($16.21)
12/17/2009	62560	120	($1.09)
12/17/2009	63050	150	($11.34)
12/17/2009	64000	150	$141.68 
12/17/2009	64010	150	$46.23 
12/17/2009	65540	110	($181.56)
12/17/2009	65550	110	($20.94)
12/17/2009	65570	110	($3.86)
12/17/2009	65590	110	($3.18)
12/17/2009	65600	110	($14.74)
12/17/2009	65610	110	($30.24)
12/17/2009	65690	110	($41.19)
12/17/2009	65700	110	($19.64)
12/17/2009	65710	110	($724.19)
12/17/2009	65730	110	($1.18)
12/17/2009	65740	110	($570.13)
12/17/2009	65750	110	($762.41)
12/17/2009	65760	110	($8.80)
12/17/2009	66020	130	($61.48)
12/17/2009	66040	130	($3.52)
12/17/2009	66050	130	($41.27)
12/17/2009	66070	130	($0.93)
12/17/2009	66080	130	($2.84)
12/17/2009	66090	130	($6.05)
12/17/2009	66100	130	($6.22)
12/17/2009	66110	130	($0.59)
12/17/2009	66120	130	($2.17)
12/17/2009	66130	130	($88.40)
12/17/2009	66510	140	($6.63)
12/17/2009	66520	140	($4.81)
12/17/2009	66530	140	($14.16)
12/17/2009	66550	140	($59.39)
12/17/2009	68050	170	$2.72 
12/17/2009	68060	170	($59.55)
12/17/2009	71010	120	"$1,189.40 "
12/17/2009	71020	120	$804.76 
12/17/2009	71030	120	$132.46 
12/17/2009	71050	120	$11.98 
12/17/2009	71060	120	$11.35 
12/17/2009	71070	120	($24.89)
12/17/2009	71080	120	$19.52 
12/17/2009	71160	150	$48.78 
12/17/2009	71170	150	$405.83 
12/17/2009	71180	150	($0.95)
12/17/2009	71190	150	$2.60 
12/17/2009	71200	150	$112.66 
12/17/2009	71240	150	"$1,447.37 "
12/17/2009	71299	150	($47.59)
12/17/2009	71310	150	"$3,653.22 "
12/17/2009	71325	150	($407.09)
12/17/2009	71550	150	$219.47 
12/17/2009	71560	140	($151.17)
12/17/2009	72010	110	"$2,983.01 "
12/17/2009	72020	110	"$3,294.52 "
12/17/2009	72050	140	$440.07 
12/17/2009	72060	150	"$2,032.60 "
12/17/2009	72070	150	"$3,354.56 "
12/17/2009	72090	150	"$1,211.06 "
12/17/2009	72110	160	"$3,266.02 "
12/17/2009	72120	160	"$4,055.70 "
12/17/2009	72130	160	"($1,343.96)"
12/17/2009	72140	160	"$1,644.85 "
12/17/2009	72150	165	"$1,812.71 "
12/17/2009	72160	170	"$2,883.44 "
12/17/2009	72340	110	"$4,365.76 "
12/17/2009	72340	150	"$3,243.52 "
12/17/2009	72340	160	"$4,465.44 "
12/17/2009	72340	165	$578.20 
12/17/2009	72340	170	"$1,704.92 "
12/17/2009	72999	150	($223.77)
12/17/2009	73010	110	$268.86 
12/17/2009	73010	140	$9.91 
12/17/2009	73010	150	$329.90 
12/17/2009	73010	160	$315.94 
12/17/2009	73010	165	$85.30 
12/17/2009	73010	170	($630.55)
12/17/2009	73020	110	$140.14 
12/17/2009	73020	140	$5.04 
12/17/2009	73020	150	$198.02 
12/17/2009	73020	160	$141.06 
12/17/2009	73020	165	$46.34 
12/17/2009	73020	170	$43.97 
12/17/2009	73030	150	($196.00)
12/17/2009	73030	160	$22.40 
12/17/2009	73030	170	$117.60 
12/17/2009	73035	110	$70.24 
12/17/2009	73035	150	$76.13 
12/17/2009	73035	160	$102.45 
12/17/2009	73035	165	$28.66 
12/17/2009	73035	170	$26.28 
12/17/2009	73040	110	$220.08 
12/17/2009	73040	150	$229.08 
12/17/2009	73040	160	$156.24 
12/17/2009	73040	165	$45.36 
12/17/2009	73040	170	$84.00 
12/17/2009	73050	110	$11.04 
12/17/2009	73050	140	$1.92 
12/17/2009	73050	150	$79.02 
12/17/2009	73050	160	$1.37 
12/17/2009	73050	165	$21.78 
12/17/2009	73050	170	$17.93 
12/17/2009	73060	110	$60.48 
12/17/2009	73060	150	$60.79 
12/17/2009	73070	110	$613.06 
12/17/2009	73070	150	$308.24 
12/17/2009	73070	160	$212.06 
12/17/2009	73070	165	$50.50 
12/17/2009	73070	170	$50.50 
12/17/2009	80990	110	"$1,743.16 "
12/17/2009	81010	110	$84.00 
12/17/2009	81030	160	$78.33 
12/17/2009	81050	160	"$1,070.33 "
12/17/2009	81060	160	"$2,172.88 "
12/17/2009	81080	160	($2.10)
12/17/2009	81090	160	$57.76 
12/17/2009	81100	160	($60.43)
12/17/2009	81110	160	$20.74 
12/17/2009	81130	160	$102.78 
12/17/2009	81140	160	($285.60)
12/17/2009	81150	160	$851.16 
12/17/2009	81160	160	$109.31 
12/17/2009	81170	160	$95.48 
12/17/2009	81180	160	"$1,933.75 "
12/17/2009	81190	160	$61.84 
12/17/2009	81200	160	$170.97 
12/17/2009	81210	160	($114.60)
12/17/2009	81220	160	$74.84 
12/17/2009	81230	160	$43.36 
12/17/2009	81240	160	$94.08 
12/17/2009	81250	160	$86.68 
12/17/2009	81270	160	$855.15 
12/17/2009	81280	160	$108.19 
12/17/2009	81330	160	$95.87 
12/17/2009	81350	160	$13.20 
12/17/2009	81900	165	$195.82 
12/17/2009	82010	130	$393.01 
12/17/2009	82050	150	$74.71 
12/17/2009	82060	170	$906.24 
12/17/2009	82070	150	$16.81 
12/17/2009	83010	170	$26.58 
12/17/2009	83020	130	$112.00 
12/17/2009	83020	160	$465.79 
12/17/2009	83020	170	$433.56 
12/17/2009	83030	150	$225.81 
12/17/2009	83050	170	$362.69 
12/17/2009	83060	170	$90.62 
12/17/2009	83070	170	$236.82 
12/17/2009	84020	130	$279.72 
12/17/2009	84020	170	$226.03 
12/17/2009	85010	170	$263.91 
12/17/2009	85510	170	$754.19 
12/17/2009	86010	110	$250.45 
12/17/2009	86010	150	$202.86 
12/17/2009	86010	160	$65.99 
12/17/2009	86010	165	$76.85 
12/17/2009	86020	110	$33.75 
12/17/2009	86020	120	$15.25 
12/17/2009	86020	170	$19.42 
12/17/2009	86030	110	$13.27 
12/17/2009	86030	150	$141.34 
12/17/2009	86040	110	$150.54 
12/17/2009	86040	150	$98.32 
12/17/2009	86050	110	$155.88 
12/17/2009	86050	150	$102.42 
12/17/2009	86050	160	$84.04 
12/17/2009	86100	110	$72.47 
12/17/2009	86100	150	$195.51 
12/17/2009	86100	160	$29.09 
12/17/2009	86100	170	$241.89 
12/17/2009	86140	110	$99.90 
12/17/2009	86150	110	$70.00 
12/17/2009	86180	160	$37.33 
12/17/2009	86200	150	$17.77 
12/17/2009	86200	160	$37.19 
12/17/2009	86270	150	$50.23 
12/17/2009	86280	150	$451.70 
12/17/2009	86290	150	$207.91 
12/17/2009	86290	170	$48.57 
12/17/2009	86310	150	$234.34 
12/17/2009	86320	150	$56.50 
12/17/2009	86330	150	$558.58 
12/17/2009	86350	150	$112.50 
12/17/2009	86360	150	$252.00 
12/17/2009	86450	170	$58.39 
12/18/2009	61510	150	($64.54)
12/18/2009	61520	150	($376.23)
12/18/2009	61530	150	($27.32)
12/18/2009	61540	150	($1.25)
12/18/2009	61550	150	($100.86)
12/18/2009	61560	150	($2.91)
12/18/2009	61570	150	($111.33)
12/18/2009	62010	150	($304.10)
12/18/2009	62020	150	"($1,053.79)"
12/18/2009	62099	150	$9.26 
12/18/2009	62510	120	($207.97)
12/18/2009	62520	120	($137.28)
12/18/2009	62530	120	($26.72)
12/18/2009	62550	120	($16.21)
12/18/2009	62560	120	($1.09)
12/18/2009	63050	150	($11.34)
12/18/2009	64000	150	$141.68 
12/18/2009	64010	150	$46.23 
12/18/2009	65540	110	($181.56)
12/18/2009	65550	110	($20.94)
12/18/2009	65570	110	($3.86)
12/18/2009	65590	110	($3.18)
12/18/2009	65600	110	($14.74)
12/18/2009	65610	110	($30.24)
12/18/2009	65690	110	($41.19)
12/18/2009	65700	110	($19.64)
12/18/2009	65710	110	($724.19)
12/18/2009	65730	110	($1.18)
12/18/2009	65740	110	($570.13)
12/18/2009	65750	110	($762.41)
12/18/2009	65760	110	($8.80)
12/18/2009	66020	130	($61.48)
12/18/2009	66040	130	($3.52)
12/18/2009	66050	130	($41.27)
12/18/2009	66070	130	($0.93)
12/18/2009	66080	130	($2.84)
12/18/2009	66090	130	($6.05)
12/18/2009	66100	130	($6.22)
12/18/2009	66110	130	($0.59)
12/18/2009	66120	130	($2.17)
12/18/2009	66130	130	($88.40)
12/18/2009	66510	140	($6.63)
12/18/2009	66520	140	($4.81)
12/18/2009	66530	140	($14.16)
12/18/2009	66550	140	($59.39)
12/18/2009	68050	170	$2.72 
12/18/2009	68060	170	($59.55)
12/19/2009	61510	150	($86.05)
12/19/2009	61520	150	($501.64)
12/19/2009	61530	150	($36.43)
12/19/2009	61540	150	($1.67)
12/19/2009	61550	150	($134.48)
12/19/2009	61560	150	($3.88)
12/19/2009	61570	150	($148.44)
12/19/2009	62010	150	($405.47)
12/19/2009	62020	150	"($1,405.05)"
12/19/2009	62099	150	$12.35 
12/19/2009	62510	120	($277.29)
12/19/2009	62520	120	($183.04)
12/19/2009	62530	120	($35.62)
12/19/2009	62550	120	($21.62)
12/19/2009	62560	120	($1.45)
12/19/2009	63050	150	($15.12)
12/19/2009	64000	150	$188.91 
12/19/2009	64010	150	$61.64 
12/19/2009	65540	110	($242.08)
12/19/2009	65550	110	($27.92)
12/19/2009	65570	110	($5.14)
12/19/2009	65590	110	($4.23)
12/19/2009	65600	110	($19.66)
12/19/2009	65610	110	($40.32)
12/19/2009	65690	110	($54.92)
12/19/2009	65700	110	($26.19)
12/19/2009	65710	110	($965.59)
12/19/2009	65730	110	($1.58)
12/19/2009	65740	110	($760.17)
12/19/2009	65750	110	"($1,016.54)"
12/19/2009	65760	110	($11.74)
12/19/2009	66020	130	($81.98)
12/19/2009	66040	130	($4.69)
12/19/2009	66050	130	($55.02)
12/19/2009	66070	130	($1.24)
12/19/2009	66080	130	($3.78)
12/19/2009	66090	130	($8.06)
12/19/2009	66100	130	($8.30)
12/19/2009	66110	130	($0.78)
12/19/2009	66120	130	($2.90)
12/19/2009	66130	130	($117.87)
12/19/2009	66510	140	($8.84)
12/19/2009	66520	140	($6.41)
12/19/2009	66530	140	($18.87)
12/19/2009	66550	140	($79.18)
12/19/2009	68050	170	$3.63 
12/19/2009	68060	170	($79.40)
12/20/2009	61510	150	($69.32)
12/20/2009	61520	150	($404.10)
12/20/2009	61530	150	($29.34)
12/20/2009	61540	150	($1.34)
12/20/2009	61550	150	($108.33)
12/20/2009	61560	150	($3.12)
12/20/2009	61570	150	($119.58)
12/20/2009	62010	150	($326.62)
12/20/2009	62020	150	"($1,131.84)"
12/20/2009	62099	150	$9.95 
12/20/2009	62510	120	($223.38)
12/20/2009	62520	120	($147.45)
12/20/2009	62530	120	($28.70)
12/20/2009	62550	120	($17.41)
12/20/2009	62560	120	($1.16)
12/20/2009	63050	150	($12.18)
12/20/2009	64000	150	$152.18 
12/20/2009	64010	150	$49.65 
12/20/2009	65540	110	($195.01)
12/20/2009	65550	110	($22.49)
12/20/2009	65570	110	($4.14)
12/20/2009	65590	110	($3.41)
12/20/2009	65600	110	($15.83)
12/20/2009	65610	110	($32.48)
12/20/2009	65690	110	($44.24)
12/20/2009	65700	110	($21.10)
12/20/2009	65710	110	($777.84)
12/20/2009	65730	110	($1.27)
12/20/2009	65740	110	($612.36)
12/20/2009	65750	110	($818.88)
12/20/2009	65760	110	($9.46)
12/20/2009	66020	130	($66.04)
12/20/2009	66040	130	($3.78)
12/20/2009	66050	130	($44.32)
12/20/2009	66070	130	($1.00)
12/20/2009	66080	130	($3.05)
12/20/2009	66090	130	($6.50)
12/20/2009	66100	130	($6.68)
12/20/2009	66110	130	($0.63)
12/20/2009	66120	130	($2.34)
12/20/2009	66130	130	($94.95)
12/20/2009	66510	140	($7.12)
12/20/2009	66520	140	($5.17)
12/20/2009	66530	140	($15.20)
12/20/2009	66550	140	($63.78)
12/20/2009	68050	170	$2.93 
12/20/2009	68060	170	($63.96)
12/21/2009	61510	150	($64.54)
12/21/2009	61520	150	($376.23)
12/21/2009	61530	150	($27.32)
12/21/2009	61540	150	($1.25)
12/21/2009	61550	150	($100.86)
12/21/2009	61560	150	($2.91)
12/21/2009	61570	150	($111.33)
12/21/2009	62010	150	($304.10)
12/21/2009	62020	150	"($1,053.79)"
12/21/2009	62099	150	$9.26 
12/21/2009	62510	120	($207.97)
12/21/2009	62520	120	($137.28)
12/21/2009	62530	120	($26.72)
12/21/2009	62550	120	($16.21)
12/21/2009	62560	120	($1.09)
12/21/2009	63050	150	($11.34)
12/21/2009	64000	150	$141.68 
12/21/2009	64010	150	$46.23 
12/21/2009	65540	110	($181.56)
12/21/2009	65550	110	($20.94)
12/21/2009	65570	110	($3.86)
12/21/2009	65590	110	($3.18)
12/21/2009	65600	110	($14.74)
12/21/2009	65610	110	($30.24)
12/21/2009	65690	110	($41.19)
12/21/2009	65700	110	($19.64)
12/21/2009	65710	110	($724.19)
12/21/2009	65730	110	($1.18)
12/21/2009	65740	110	($570.13)
12/21/2009	65750	110	($762.41)
12/21/2009	65760	110	($8.80)
12/21/2009	66020	130	($61.48)
12/21/2009	66040	130	($3.52)
12/21/2009	66050	130	($41.27)
12/21/2009	66070	130	($0.93)
12/21/2009	66080	130	($2.84)
12/21/2009	66090	130	($6.05)
12/21/2009	66100	130	($6.22)
12/21/2009	66110	130	($0.59)
12/21/2009	66120	130	($2.17)
12/21/2009	66130	130	($88.40)
12/21/2009	66510	140	($6.63)
12/21/2009	66520	140	($4.81)
12/21/2009	66530	140	($14.16)
12/21/2009	66550	140	($59.39)
12/21/2009	68050	170	$2.72 
12/21/2009	68060	170	($59.55)
12/22/2009	61510	150	($64.54)
12/22/2009	61520	150	($376.23)
12/22/2009	61530	150	($27.32)
12/22/2009	61540	150	($1.25)
12/22/2009	61550	150	($100.86)
12/22/2009	61560	150	($2.91)
12/22/2009	61570	150	($111.33)
12/22/2009	62010	150	($304.10)
12/22/2009	62020	150	"($1,053.79)"
12/22/2009	62099	150	$9.26 
12/22/2009	62510	120	($207.97)
12/22/2009	62520	120	($137.28)
12/22/2009	62530	120	($26.72)
12/22/2009	62550	120	($16.21)
12/22/2009	62560	120	($1.09)
12/22/2009	63050	150	($11.34)
12/22/2009	64000	150	$141.68 
12/22/2009	64010	150	$46.23 
12/22/2009	65540	110	($181.56)
12/22/2009	65550	110	($20.94)
12/22/2009	65570	110	($3.86)
12/22/2009	65590	110	($3.18)
12/22/2009	65600	110	($14.74)
12/22/2009	65610	110	($30.24)
12/22/2009	65690	110	($41.19)
12/22/2009	65700	110	($19.64)
12/22/2009	65710	110	($724.19)
12/22/2009	65730	110	($1.18)
12/22/2009	65740	110	($570.13)
12/22/2009	65750	110	($762.41)
12/22/2009	65760	110	($8.80)
12/22/2009	66020	130	($61.48)
12/22/2009	66040	130	($3.52)
12/22/2009	66050	130	($41.27)
12/22/2009	66070	130	($0.93)
12/22/2009	66080	130	($2.84)
12/22/2009	66090	130	($6.05)
12/22/2009	66100	130	($6.22)
12/22/2009	66110	130	($0.59)
12/22/2009	66120	130	($2.17)
12/22/2009	66130	130	($88.40)
12/22/2009	66510	140	($6.63)
12/22/2009	66520	140	($4.81)
12/22/2009	66530	140	($14.16)
12/22/2009	66550	140	($59.39)
12/22/2009	68050	170	$2.72 
12/22/2009	68060	170	($59.55)
12/23/2009	61510	150	($64.54)
12/23/2009	61520	150	($376.23)
12/23/2009	61530	150	($27.32)
12/23/2009	61540	150	($1.25)
12/23/2009	61550	150	($100.86)
12/23/2009	61560	150	($2.91)
12/23/2009	61570	150	($111.33)
12/23/2009	62010	150	($304.10)
12/23/2009	62020	150	"($1,053.79)"
12/23/2009	62099	150	$9.26 
12/23/2009	62510	120	($207.97)
12/23/2009	62520	120	($137.28)
12/23/2009	62530	120	($26.72)
12/23/2009	62550	120	($16.21)
12/23/2009	62560	120	($1.09)
12/23/2009	63050	150	($11.34)
12/23/2009	64000	150	$141.68 
12/23/2009	64010	150	$46.23 
12/23/2009	65540	110	($181.56)
12/23/2009	65550	110	($20.94)
12/23/2009	65570	110	($3.86)
12/23/2009	65590	110	($3.18)
12/23/2009	65600	110	($14.74)
12/23/2009	65610	110	($30.24)
12/23/2009	65690	110	($41.19)
12/23/2009	65700	110	($19.64)
12/23/2009	65710	110	($724.19)
12/23/2009	65730	110	($1.18)
12/23/2009	65740	110	($570.13)
12/23/2009	65750	110	($762.41)
12/23/2009	65760	110	($8.80)
12/23/2009	66020	130	($61.48)
12/23/2009	66040	130	($3.52)
12/23/2009	66050	130	($41.27)
12/23/2009	66070	130	($0.93)
12/23/2009	66080	130	($2.84)
12/23/2009	66090	130	($6.05)
12/23/2009	66100	130	($6.22)
12/23/2009	66110	130	($0.59)
12/23/2009	66120	130	($2.17)
12/23/2009	66130	130	($88.40)
12/23/2009	66510	140	($6.63)
12/23/2009	66520	140	($4.81)
12/23/2009	66530	140	($14.16)
12/23/2009	66550	140	($59.39)
12/23/2009	68050	170	$2.72 
12/23/2009	68060	170	($59.55)
12/24/2009	61510	150	($64.54)
12/24/2009	61520	150	($376.23)
12/24/2009	61530	150	($27.32)
12/24/2009	61540	150	($1.25)
12/24/2009	61550	150	($100.86)
12/24/2009	61560	150	($2.91)
12/24/2009	61570	150	($111.33)
12/24/2009	62010	150	($304.10)
