season,weekday,weathersit,temp,atemp,hum,windspeed,cnt,time_of_day
Summer,1,Clear,32.42,38.9978,0.53,26.0027,472,Evening
Summer,1,Clear,31.48,38.9978,0.59,22.0028,373,Evening
Summer,1,Clear,25.84,30.002,0.74,27.9993,236,Night
Summer,1,Clear,24.9,28.0022,0.79,27.9993,130,Night
Summer,1,Clear,25.84,30.002,0.74,8.9981,90,Night
Summer,1,Clear,24.9,28.0022,0.79,8.9981,55,Night
Summer,2,Clear,24.9,28.0022,0.79,8.9981,22,Night
Summer,2,Clear,24.9,28.0022,0.79,6.0032,14,Night
Summer,2,Clear,24.9,28.0022,0.79,7.0015,9,Night
Summer,2,Mist,24.9,28.0022,0.79,0,8,Night
Summer,2,Clear,24.9,28.0022,0.79,11.0014,6,Night
Summer,2,Clear,24.9,28.0022,0.79,6.0032,25,Morning
Summer,2,Clear,26.78,28.9988,0.58,15.0013,115,Morning
Summer,2,Clear,27.72,30.002,0.55,12.998,330,Morning
Summer,2,Clear,27.72,30.9986,0.58,15.0013,417,Morning
Summer,2,Clear,28.66,32.0018,0.55,32.9975,176,Morning
Summer,2,Clear,30.54,34.9982,0.52,11.0014,123,Morning
Summer,2,Clear,30.54,34.9982,0.52,11.0014,125,Morning
Summer,2,Clear,32.42,36.0014,0.44,19.9995,163,Morning
Summer,2,Clear,32.42,36.998,0.47,15.0013,136,Evening
Summer,2,Clear,34.3,40.001,0.42,19.9995,124,Evening
Summer,2,Clear,34.3,40.001,0.42,23.9994,148,Evening
Summer,2,Clear,32.42,36.0014,0.44,19.0012,202,Evening
Summer,2,Clear,33.36,38.0012,0.44,19.0012,428,Evening
Summer,2,Clear,32.42,36.998,0.47,19.9995,511,Evening
Summer,2,Clear,31.48,34.0016,0.44,19.0012,337,Evening
Summer,2,Clear,30.54,32.9984,0.43,12.998,308,Night
Summer,2,Clear,30.54,32.9984,0.43,7.0015,258,Night
Summer,2,Clear,29.6,32.0018,0.46,8.9981,194,Night
Summer,2,Clear,28.66,30.9986,0.52,0,79,Night
Summer,3,Clear,27.72,30.9986,0.62,0,46,Night
Summer,3,Clear,27.72,30.002,0.55,0,12,Night
Summer,3,Clear,27.72,30.002,0.55,0,5,Night
Summer,3,Clear,26.78,28.9988,0.58,12.998,4,Night
Summer,3,Clear,26.78,28.9988,0.58,16.9979,5,Night
Summer,3,Clear,26.78,28.9988,0.58,12.998,26,Morning
Summer,3,Clear,26.78,28.9988,0.58,11.0014,121,Morning
Summer,3,Clear,27.72,30.002,0.55,16.9979,313,Morning
Summer,3,Clear,29.6,32.9984,0.49,16.9979,449,Morning
Summer,3,Clear,30.54,32.9984,0.41,12.998,186,Morning
Summer,3,Clear,30.54,34.0016,0.46,12.998,113,Morning
Summer,3,Clear,31.48,32.9984,0.39,11.0014,165,Morning
Summer,3,Clear,31.48,34.0016,0.41,19.0012,174,Morning
Summer,3,Light Rain,30.54,34.0016,0.46,8.9981,158,Evening
Summer,3,Light Rain,30.54,34.0016,0.46,8.9981,116,Evening
Summer,3,Light Rain,22.08,20.9996,0.94,8.9981,46,Evening
Summer,3,Mist,23.02,22.9994,0.89,0,141,Evening
Summer,3,Clear,24.9,28.0022,0.79,0,488,Evening
Summer,3,Clear,25.84,30.002,0.79,8.9981,463,Evening
Summer,3,Clear,24.9,28.0022,0.79,7.0015,419,Evening
Summer,3,Clear,24.9,28.0022,0.84,11.0014,342,Night
Summer,3,Clear,24.9,28.0022,0.79,7.0015,250,Night
Summer,3,Clear,23.96,26.0024,0.83,12.998,184,Night
Summer,3,Clear,23.02,24.0026,0.83,16.9979,116,Night
Summer,4,Clear,23.02,24.9992,0.69,19.9995,46,Night
Summer,4,Clear,23.02,24.9992,0.61,16.9979,25,Night
Summer,4,Clear,22.08,24.9992,0.57,19.9995,10,Night
Summer,4,Clear,21.14,24.9992,0.57,19.9995,6,Night
Summer,4,Clear,21.14,24.9992,0.53,16.9979,6,Night
Summer,4,Clear,20.2,24.9992,0.56,15.0013,28,Morning
Summer,4,Clear,20.2,24.0026,0.6,15.0013,130,Morning
Summer,4,Clear,21.14,24.9992,0.53,16.9979,334,Morning
Summer,4,Clear,22.08,24.9992,0.5,23.9994,486,Morning
Summer,4,Clear,23.96,26.0024,0.47,19.0012,224,Morning
Summer,4,Clear,24.9,26.0024,0.42,16.9979,127,Morning
Summer,4,Clear,25.84,26.999,0.37,15.0013,148,Morning
Summer,4,Clear,26.78,26.999,0.35,16.9979,223,Morning
Summer,4,Clear,27.72,28.0022,0.33,22.0028,177,Evening
Summer,4,Clear,26.78,26.999,0.35,19.0012,178,Evening
Summer,4,Clear,27.72,28.0022,0.33,19.9995,180,Evening
Summer,4,Clear,27.72,28.0022,0.33,8.9981,274,Evening
Summer,4,Clear,26.78,26.999,0.37,8.9981,595,Evening
Summer,4,Clear,25.84,26.999,0.42,12.998,578,Evening
Summer,4,Clear,25.84,26.999,0.39,15.0013,400,Evening
Summer,4,Clear,24.9,26.0024,0.42,15.0013,348,Night
Summer,4,Clear,23.02,24.9992,0.5,8.9981,261,Night
Summer,4,Clear,22.08,24.9992,0.57,6.0032,176,Night
Summer,4,Clear,22.08,24.0026,0.65,16.9979,124,Night
Summer,5,Clear,21.14,22.9994,0.73,15.0013,80,Night
Summer,5,Clear,21.14,22.9994,0.73,12.998,20,Night
Summer,5,Clear,20.2,22.0028,0.78,11.0014,38,Night
Summer,5,Clear,20.2,22.9994,0.73,12.998,7,Night
Summer,5,Clear,20.2,22.9994,0.73,11.0014,10,Night
Summer,5,Clear,20.2,22.9994,0.73,8.9981,23,Morning
Summer,5,Mist,20.2,22.9994,0.73,7.0015,120,Morning
Summer,5,Clear,22.08,24.0026,0.65,7.0015,274,Morning
Summer,5,Clear,22.08,24.0026,0.65,16.9979,564,Morning
Summer,5,Clear,23.96,26.0024,0.54,12.998,207,Morning
Summer,5,Mist,23.02,24.9992,0.61,11.0014,166,Morning
Summer,5,Clear,24.9,26.999,0.54,8.9981,210,Morning
Summer,5,Clear,24.9,26.999,0.48,12.998,238,Morning
Summer,5,Clear,24.9,26.999,0.54,12.998,247,Evening
Summer,5,Clear,24.9,26.999,0.51,12.998,265,Evening
Summer,5,Clear,25.84,26.999,0.45,11.0014,237,Evening
Summer,5,Clear,25.84,28.0022,0.51,12.998,361,Evening
Summer,5,Clear,26.78,28.0022,0.42,16.9979,587,Evening
Summer,5,Clear,25.84,26.999,0.45,15.0013,496,Evening
Summer,5,Clear,24.9,26.0024,0.45,15.0013,394,Evening
Summer,5,Clear,24.9,26.999,0.51,15.0013,343,Night
Summer,5,Clear,23.02,24.9992,0.54,7.0015,261,Night
Summer,5,Clear,23.02,24.9992,0.57,15.0013,223,Night
Summer,5,Clear,22.08,24.9992,0.61,11.0014,167,Night
Summer,6,Clear,21.14,24.0026,0.65,12.998,110,Night
Summer,6,Clear,20.2,22.9994,0.69,7.0015,75,Night
Summer,6,Clear,20.2,22.9994,0.73,8.9981,58,Night
Summer,6,Clear,20.2,22.0028,0.78,8.9981,26,Night
Summer,6,Clear,20.2,22.9994,0.73,6.0032,16,Night
Summer,6,Clear,19.26,20.003,0.78,6.0032,10,Morning
Summer,6,Clear,20.2,22.0028,0.78,11.0014,37,Morning
Summer,6,Clear,21.14,22.9994,0.73,8.9981,52,Morning
Summer,6,Clear,23.02,24.9992,0.65,11.0014,127,Morning
Summer,6,Clear,24.9,26.999,0.54,15.0013,222,Morning
Summer,6,Clear,25.84,28.0022,0.54,12.998,322,Morning
Summer,6,Clear,26.78,28.0022,0.48,15.0013,396,Morning
Summer,6,Clear,27.72,28.9988,0.43,19.0012,463,Morning
Summer,6,Clear,27.72,28.9988,0.45,19.9995,497,Evening
Summer,6,Clear,26.78,28.0022,0.45,19.9995,433,Evening
Summer,6,Clear,27.72,28.9988,0.45,22.0028,428,Evening
Summer,6,Clear,27.72,28.9988,0.45,19.0012,425,Evening
Summer,6,Clear,27.72,28.9988,0.45,15.0013,475,Evening
Summer,6,Clear,27.72,28.9988,0.45,19.0012,428,Evening
Summer,6,Clear,26.78,28.9988,0.48,12.998,406,Evening
Summer,6,Clear,25.84,28.0022,0.51,15.0013,296,Night
Summer,6,Clear,24.9,26.999,0.58,15.0013,252,Night
Summer,6,Clear,24.9,26.999,0.65,19.0012,201,Night
Summer,6,Clear,23.96,26.0024,0.61,15.0013,168,Night
Summer,0,Clear,23.02,24.9992,0.65,15.0013,125,Night
Summer,0,Clear,22.08,24.0026,0.69,12.998,102,Night
Summer,0,Clear,22.08,24.0026,0.69,15.0013,94,Night
Summer,0,Clear,22.08,24.0026,0.69,15.0013,47,Night
Summer,0,Clear,21.14,22.9994,0.73,11.0014,10,Night
Summer,0,Clear,22.08,24.0026,0.69,15.0013,12,Morning
Summer,0,Clear,21.14,22.9994,0.73,11.0014,21,Morning
Summer,0,Clear,22.08,24.0026,0.73,11.0014,50,Morning
Summer,0,Clear,23.96,26.0024,0.65,15.0013,118,Morning
Summer,0,Clear,25.84,28.0022,0.58,15.0013,184,Morning
Summer,0,Clear,26.78,28.9988,0.6,15.0013,304,Morning
Summer,0,Clear,27.72,30.002,0.55,19.0012,391,Morning
Summer,0,Clear,27.72,30.002,0.55,19.0012,420,Morning
Summer,0,Clear,29.6,32.9984,0.49,19.9995,472,Evening
Summer,0,Clear,29.6,32.9984,0.49,23.9994,430,Evening
Summer,0,Clear,30.54,32.9984,0.43,19.9995,324,Evening
Summer,0,Clear,29.6,32.0018,0.46,19.9995,317,Evening
Summer,0,Clear,29.6,32.9984,0.49,26.0027,369,Evening
Summer,0,Clear,29.6,32.0018,0.46,19.9995,390,Evening
Summer,0,Clear,27.72,30.002,0.55,19.0012,379,Evening
Summer,0,Clear,27.72,30.9986,0.58,16.9979,262,Night
Summer,0,Clear,26.78,28.9988,0.62,15.0013,207,Night
Summer,0,Clear,25.84,28.9988,0.66,15.0013,181,Night
Summer,0,Clear,24.9,28.0022,0.74,8.9981,93,Night
Summer,1,Clear,24.9,28.0022,0.74,8.9981,51,Night
Summer,1,Clear,24.9,28.0022,0.74,15.0013,25,Night
Summer,1,Clear,23.02,24.0026,0.83,15.0013,10,Night
Summer,1,Clear,23.02,24.0026,0.78,12.998,7,Night
Summer,1,Clear,22.08,22.9994,0.78,11.0014,4,Night
Summer,1,Clear,22.08,22.9994,0.78,7.0015,17,Morning
Summer,1,Clear,22.08,22.0028,0.83,7.0015,105,Morning
Summer,1,Clear,23.96,26.0024,0.74,15.0013,277,Morning
Summer,1,Clear,24.9,26.999,0.7,12.998,347,Morning
Summer,1,Clear,26.78,30.002,0.67,15.0013,203,Morning
Summer,1,Clear,27.72,30.9986,0.62,12.998,130,Morning
Summer,1,Clear,29.6,34.0016,0.55,6.0032,141,Morning
Summer,1,Clear,29.6,34.9982,0.59,12.998,165,Morning
Summer,1,Clear,30.54,36.0014,0.56,16.9979,152,Evening
Summer,1,Clear,30.54,36.0014,0.56,22.0028,138,Evening
Summer,1,Clear,31.48,36.998,0.53,22.0028,164,Evening
Summer,1,Clear,31.48,36.998,0.53,19.0012,265,Evening
Summer,1,Clear,31.48,36.0014,0.49,22.0028,545,Evening
Summer,1,Clear,30.54,34.9982,0.49,23.9994,558,Evening
Summer,1,Clear,29.6,34.0016,0.55,15.0013,398,Evening
Summer,1,Clear,28.66,32.9984,0.59,15.0013,323,Night
Summer,1,Clear,26.78,30.002,0.66,12.998,202,Night
Summer,1,Clear,27.72,32.0018,0.66,15.0013,140,Night
Summer,1,Clear,26.78,30.002,0.66,11.0014,91,Night
Summer,2,Clear,26.78,30.002,0.66,7.0015,51,Night
Summer,2,Mist,26.78,30.002,0.66,8.9981,13,Night
Summer,2,Clear,25.84,28.9988,0.7,11.0014,13,Night
Summer,2,Clear,25.84,28.9988,0.7,11.0014,3,Night
Summer,2,Clear,25.84,28.9988,0.7,8.9981,5,Night
Summer,2,Mist,24.9,28.0022,0.74,7.0015,19,Morning
Summer,2,Mist,25.84,30.002,0.74,7.0015,134,Morning
Summer,2,Mist,26.78,30.002,0.7,11.0014,315,Morning
Summer,2,Mist,27.72,32.0018,0.7,11.0014,412,Morning
Summer,2,Mist,29.6,36.0014,0.63,8.9981,199,Morning
Summer,2,Mist,30.54,36.0014,0.56,11.0014,141,Morning
Summer,2,Clear,30.54,36.998,0.59,0,127,Morning
Summer,2,Clear,31.48,38.0012,0.56,6.0032,153,Morning
Summer,2,Clear,32.42,38.9978,0.53,7.0015,172,Evening
Summer,2,Clear,32.42,38.0012,0.5,12.998,152,Evening
Summer,2,Clear,33.36,38.0012,0.44,12.998,158,Evening
Summer,2,Clear,34.3,40.001,0.42,19.9995,277,Evening
Summer,2,Clear,29.6,36.998,0.66,0,513,Evening
Summer,2,Clear,29.6,36.998,0.66,8.9981,530,Evening
Summer,2,Clear,27.72,32.9984,0.75,12.998,388,Evening
Summer,2,Clear,26.78,32.0018,0.74,6.0032,277,Night
Summer,2,Clear,26.78,30.9986,0.74,8.9981,241,Night
Summer,2,Clear,26.78,30.9986,0.74,0,156,Night
Summer,2,Light Rain,25.84,30.002,0.79,11.0014,92,Night
Summer,3,Clear,24.9,28.0022,0.84,7.0015,40,Night
Summer,3,Clear,24.9,28.0022,0.84,0,11,Night
Summer,3,Clear,24.9,28.0022,0.84,0,9,Night
Summer,3,Clear,24.9,28.0022,0.84,7.0015,6,Night
Summer,3,Clear,23.96,26.0024,0.83,0,4,Night
Summer,3,Clear,23.96,26.0024,0.83,7.0015,23,Morning
Summer,3,Mist,23.96,26.0024,0.89,7.0015,116,Morning
Summer,3,Mist,24.9,28.0022,0.84,7.0015,303,Morning
Summer,3,Clear,26.78,30.9986,0.74,0,438,Morning
Summer,3,Clear,26.78,30.002,0.7,6.0032,209,Morning
Summer,3,Clear,27.72,32.0018,0.7,0,110,Morning
Summer,3,Clear,29.6,36.0014,0.63,6.0032,142,Morning
Summer,3,Clear,30.54,36.998,0.59,0,149,Morning
Summer,3,Clear,31.48,38.0012,0.56,12.998,120,Evening
Summer,3,Clear,32.42,38.9978,0.53,15.0013,127,Evening
Summer,3,Clear,32.42,38.0012,0.5,11.0014,138,Evening
Summer,3,Clear,31.48,38.0012,0.56,0,234,Evening
Summer,3,Clear,31.48,38.9978,0.59,12.998,455,Evening
Summer,3,Clear,31.48,38.9978,0.59,15.0013,497,Evening
Summer,3,Clear,30.54,40.001,0.67,11.0014,382,Evening
Summer,3,Clear,29.6,38.9978,0.75,15.0013,309,Night
Summer,3,Clear,29.6,36.998,0.66,11.0014,242,Night
Summer,3,Clear,28.66,34.9982,0.7,15.0013,169,Night
Summer,3,Clear,27.72,32.9984,0.75,16.9979,99,Night
Summer,4,Mist,27.72,32.9984,0.75,12.998,42,Night
Summer,4,Mist,26.78,32.0018,0.84,15.0013,21,Night
Summer,4,Mist,26.78,32.0018,0.84,15.0013,6,Night
Summer,4,Mist,26.78,30.9986,0.79,8.9981,6,Night
Summer,4,Mist,25.84,30.9986,0.84,7.0015,4,Night
Summer,4,Mist,25.84,30.9986,0.84,7.0015,18,Morning
Summer,4,Mist,25.84,30.9986,0.84,7.0015,117,Morning
Summer,4,Mist,26.78,32.0018,0.84,8.9981,274,Morning
Summer,4,Mist,27.72,34.0016,0.79,11.0014,381,Morning
Summer,4,Mist,29.6,38.0012,0.75,16.9979,200,Morning
Summer,4,Mist,30.54,40.9976,0.71,15.0013,78,Morning
Summer,4,Mist,32.42,42.9974,0.63,19.9995,106,Morning
Summer,4,Clear,33.36,42.9974,0.56,22.0028,135,Morning
Summer,4,Clear,33.36,42.9974,0.56,19.9995,102,Evening
Summer,4,Clear,34.3,42.9974,0.5,23.9994,147,Evening
Summer,4,Clear,34.3,44.9972,0.53,16.9979,133,Evening
Summer,4,Clear,35.24,44.9972,0.48,19.0012,210,Evening
Summer,4,Clear,35.24,44.0006,0.45,19.9995,414,Evening
Summer,4,Clear,34.3,42.9974,0.5,19.0012,382,Evening
Summer,4,Clear,32.42,44.9972,0.67,19.0012,284,Evening
Summer,4,Clear,31.48,42.9974,0.71,15.0013,237,Night
Summer,4,Clear,30.54,42.9974,0.75,15.0013,225,Night
Summer,4,Clear,30.54,40.9976,0.71,11.0014,149,Night
Summer,4,Clear,29.6,38.0012,0.71,11.0014,113,Night
Summer,5,Clear,30.54,38.9978,0.63,8.9981,60,Night
Summer,5,Clear,29.6,36.0014,0.63,0,24,Night
Summer,5,Clear,28.66,36.998,0.79,8.9981,14,Night
Summer,5,Clear,28.66,36.0014,0.75,7.0015,7,Night
Summer,5,Clear,27.72,32.9984,0.75,7.0015,13,Night
Summer,5,Clear,26.78,30.9986,0.79,7.0015,19,Morning
Summer,5,Clear,27.72,32.9984,0.75,6.0032,96,Morning
Summer,5,Mist,29.6,36.998,0.66,7.0015,252,Morning
Summer,5,Mist,31.48,40.001,0.63,11.0014,322,Morning
Summer,5,Clear,32.42,42.9974,0.63,6.0032,208,Morning
Summer,5,Clear,34.3,44.9972,0.53,6.0032,115,Morning
Summer,5,Clear,34.3,42.9974,0.5,7.0015,109,Morning
Summer,5,Clear,36.18,46.997,0.48,11.0014,115,Morning
Summer,5,Clear,36.18,48.9968,0.51,11.0014,123,Evening
Summer,5,Clear,37.12,50,0.48,19.9995,101,Evening
Summer,5,Clear,36.18,48.9968,0.51,19.9995,133,Evening
Summer,5,Light Rain,34.3,38.9978,0.39,19.9995,182,Evening
Summer,5,Clear,33.36,40.001,0.47,7.0015,306,Evening
Summer,5,Clear,34.3,38.0012,0.37,11.0014,284,Evening
Summer,5,Mist,32.42,36.0014,0.41,7.0015,250,Evening
Summer,5,Clear,31.48,38.0012,0.56,0,212,Night
Summer,5,Clear,30.54,36.998,0.59,6.0032,190,Night
Summer,5,Mist,31.48,36.0014,0.49,6.0032,149,Night
Summer,5,Clear,29.6,36.0014,0.63,12.998,103,Night
Summer,6,Clear,30.54,36.0014,0.56,0,101,Night
Summer,6,Clear,30.54,34.9982,0.52,7.0015,70,Night
Summer,6,Clear,30.54,34.9982,0.52,0,61,Night
Summer,6,Clear,28.66,34.0016,0.66,6.0032,22,Night
Summer,6,Clear,27.72,32.0018,0.66,7.0015,9,Night
Summer,6,Clear,27.72,30.9986,0.62,8.9981,7,Morning
Summer,6,Clear,29.6,32.9984,0.52,8.9981,25,Morning
Summer,6,Clear,29.6,32.9984,0.52,7.0015,45,Morning
Summer,6,Clear,31.48,36.0014,0.49,16.9979,109,Morning
Summer,6,Clear,31.48,36.0014,0.49,11.0014,132,Morning
Summer,6,Clear,32.42,36.0014,0.41,15.0013,198,Morning
Summer,6,Clear,34.3,38.0012,0.37,12.998,216,Morning
Summer,6,Clear,35.24,40.9976,0.37,7.0015,235,Morning
Summer,6,Clear,36.18,42.0008,0.38,11.0014,245,Evening
Summer,6,Clear,35.24,42.9974,0.42,0,236,Evening
Summer,6,Clear,36.18,42.0008,0.38,0,215,Evening
Summer,6,Clear,36.18,42.0008,0.38,8.9981,221,Evening
Summer,6,Clear,36.18,42.0008,0.38,8.9981,197,Evening
Summer,6,Clear,35.24,42.0008,0.4,15.0013,196,Evening
Summer,6,Mist,30.54,36.998,0.59,8.9981,217,Evening
Summer,6,Clear,30.54,36.998,0.59,15.0013,145,Night
Summer,6,Clear,30.54,36.998,0.59,15.0013,154,Night
Summer,6,Clear,29.6,34.9982,0.59,12.998,125,Night
Summer,6,Clear,29.6,34.9982,0.59,7.0015,104,Night
Summer,0,Clear,29.6,34.9982,0.59,7.0015,119,Night
Summer,0,Clear,28.66,34.0016,0.66,7.0015,96,Night
Summer,0,Clear,29.6,36.0014,0.63,6.0032,60,Night
Summer,0,Clear,29.6,36.0014,0.63,6.0032,37,Night
Summer,0,Clear,28.66,34.0016,0.66,7.0015,6,Night
Summer,0,Clear,28.66,34.0016,0.66,6.0032,8,Morning
Summer,0,Mist,29.6,36.0014,0.63,6.0032,22,Morning
Summer,0,Clear,29.6,34.9982,0.59,8.9981,35,Morning
Summer,0,Clear,30.54,36.0014,0.56,19.0012,104,Morning
Summer,0,Clear,30.54,36.0014,0.56,26.0027,154,Morning
Summer,0,Clear,32.42,38.0012,0.5,22.0028,226,Morning
Summer,0,Clear,31.48,36.998,0.53,16.9979,243,Morning
Summer,0,Clear,34.3,40.9976,0.45,11.0014,246,Morning
Summer,0,Clear,32.42,36.998,0.47,15.0013,252,Evening
Summer,0,Clear,32.42,38.0012,0.5,19.0012,283,Evening
Summer,0,Clear,34.3,40.001,0.42,16.9979,238,Evening
Summer,0,Clear,34.3,40.001,0.42,16.9979,249,Evening
Summer,0,Clear,34.3,38.9978,0.39,7.0015,249,Evening
Summer,0,Clear,33.36,38.0012,0.42,11.0014,243,Evening
Summer,0,Clear,32.42,36.998,0.47,11.0014,240,Evening
Summer,0,Clear,31.48,36.0014,0.49,11.0014,195,Night
Summer,0,Clear,29.6,36.0014,0.63,8.9981,153,Night
Summer,0,Clear,28.66,34.0016,0.66,0,98,Night
Summer,0,Mist,27.72,32.0018,0.7,6.0032,50,Night
Summer,1,Mist,27.72,32.0018,0.7,0,34,Night
Summer,1,Mist,27.72,32.9984,0.75,6.0032,12,Night
Summer,1,Mist,26.78,30.9986,0.79,6.0032,6,Night
Summer,1,Clear,26.78,30.9986,0.79,0,4,Night
Summer,1,Clear,25.84,30.9986,0.84,6.0032,6,Night
Summer,1,Clear,25.84,30.9986,0.84,6.0032,24,Morning
Summer,1,Mist,25.84,30.9986,0.84,6.0032,107,Morning
Summer,1,Mist,26.78,30.9986,0.79,0,277,Morning
Summer,1,Mist,27.72,32.9984,0.75,0,387,Morning
Summer,1,Clear,29.6,36.998,0.66,0,135,Morning
Summer,1,Clear,30.54,36.998,0.59,0,84,Morning
Summer,1,Mist,31.48,38.9978,0.59,12.998,107,Morning
Summer,1,Mist,31.48,38.9978,0.59,12.998,67,Morning
Summer,1,Mist,26.78,30.9986,0.74,8.9981,78,Evening
Summer,1,Mist,25.84,30.002,0.79,12.998,90,Evening
Summer,1,Clear,24.9,28.0022,0.84,26.0027,112,Evening
Summer,1,Clear,24.9,28.0022,0.84,15.0013,198,Evening
Summer,1,Clear,25.84,30.002,0.74,0,485,Evening
Summer,1,Clear,26.78,30.9986,0.74,6.0032,533,Evening
Summer,1,Clear,26.78,30.002,0.7,6.0032,386,Evening
Summer,1,Clear,25.84,30.002,0.74,8.9981,302,Night
Summer,1,Clear,24.9,28.0022,0.84,0,194,Night
Summer,1,Clear,24.9,28.0022,0.84,0,125,Night
Summer,1,Clear,24.9,28.0022,0.84,6.0032,87,Night
Summer,2,Clear,24.9,28.0022,0.79,7.0015,28,Night
Summer,2,Clear,24.9,28.0022,0.79,7.0015,12,Night
Summer,2,Clear,23.96,26.0024,0.89,7.0015,7,Night
Summer,2,Clear,23.96,26.0024,0.89,8.9981,4,Night
Summer,2,Clear,23.96,26.0024,0.88,11.0014,6,Night
Summer,2,Clear,23.02,22.9994,0.89,6.0032,27,Morning
Summer,2,Clear,23.96,26.0024,0.83,15.0013,110,Morning
Summer,2,Clear,25.84,28.9988,0.66,19.0012,318,Morning
Summer,2,Clear,26.78,28.9988,0.55,12.998,424,Morning
Summer,2,Clear,27.72,28.9988,0.4,15.0013,187,Morning
Summer,2,Clear,29.6,30.002,0.31,15.0013,138,Morning
Summer,2,Clear,30.54,30.9986,0.3,0,151,Morning
Summer,2,Clear,31.48,32.0018,0.28,0,147,Morning
Summer,2,Clear,31.48,32.0018,0.32,19.9995,182,Evening
Summer,2,Clear,32.42,32.9984,0.3,19.0012,147,Evening
Summer,2,Clear,33.36,34.0016,0.28,22.0028,163,Evening
Summer,2,Clear,32.42,34.0016,0.36,19.0012,254,Evening
Summer,2,Clear,32.42,34.0016,0.36,23.9994,537,Evening
Summer,2,Clear,31.48,32.9984,0.39,26.0027,546,Evening
Summer,2,Clear,30.54,32.9984,0.43,19.9995,398,Evening
Summer,2,Clear,29.6,32.0018,0.46,16.9979,290,Night
Summer,2,Clear,28.66,30.9986,0.49,15.0013,267,Night
Summer,2,Clear,27.72,30.002,0.55,8.9981,158,Night
Summer,2,Clear,27.72,30.9986,0.58,7.0015,89,Night
Summer,3,Mist,28.66,30.9986,0.52,11.0014,45,Night
Summer,3,Clear,28.66,30.9986,0.49,12.998,10,Night
Summer,3,Clear,27.72,30.002,0.52,19.9995,6,Night
Summer,3,Clear,25.84,28.0022,0.58,11.0014,4,Night
Summer,3,Clear,25.84,28.0022,0.51,12.998,4,Night
Summer,3,Clear,24.9,26.999,0.54,19.0012,18,Morning
Summer,3,Clear,24.9,26.999,0.54,15.0013,123,Morning
Summer,3,Clear,25.84,28.0022,0.48,16.9979,347,Morning
Summer,3,Clear,26.78,28.0022,0.42,16.9979,433,Morning
Summer,3,Clear,27.72,28.0022,0.35,16.9979,216,Morning
Summer,3,Clear,28.66,28.9988,0.33,0,114,Morning
Summer,3,Clear,29.6,30.002,0.31,0,136,Morning
Summer,3,Clear,30.54,30.9986,0.3,19.0012,169,Morning
Summer,3,Clear,31.48,32.0018,0.3,23.9994,180,Evening
Summer,3,Clear,31.48,32.0018,0.28,15.0013,127,Evening
Summer,3,Clear,32.42,32.9984,0.26,16.9979,140,Evening
Summer,3,Clear,32.42,32.0018,0.25,11.0014,268,Evening
Summer,3,Clear,31.48,30.9986,0.26,15.0013,572,Evening
Summer,3,Clear,30.54,30.9986,0.28,7.0015,541,Evening
Summer,3,Clear,29.6,30.002,0.29,6.0032,375,Evening
Summer,3,Clear,27.72,28.9988,0.45,15.0013,294,Night
Summer,3,Clear,26.78,28.0022,0.48,7.0015,245,Night
Summer,3,Clear,25.84,28.0022,0.48,0,180,Night
Summer,3,Clear,26.78,28.0022,0.45,6.0032,109,Night
Summer,4,Clear,24.9,26.999,0.51,8.9981,45,Night
Summer,4,Clear,25.84,28.0022,0.51,0,29,Night
Summer,4,Clear,25.84,28.0022,0.54,7.0015,7,Night
Summer,4,Clear,25.84,28.0022,0.54,0,5,Night
Summer,4,Clear,24.9,26.999,0.61,7.0015,6,Night
Summer,4,Clear,24.9,26.999,0.65,7.0015,27,Morning
Summer,4,Clear,24.9,26.999,0.7,6.0032,116,Morning
Summer,4,Clear,25.84,28.9988,0.7,11.0014,305,Morning
Summer,4,Clear,26.78,30.002,0.66,11.0014,456,Morning
Summer,4,Clear,28.66,32.9984,0.59,12.998,210,Morning
Summer,4,Clear,29.6,34.0016,0.55,19.0012,116,Morning
Summer,4,Clear,31.48,38.0012,0.56,19.0012,154,Morning
Summer,4,Clear,31.48,36.998,0.53,16.9979,186,Morning
Summer,4,Clear,32.42,36.998,0.47,16.9979,152,Evening
Summer,4,Mist,31.48,36.0014,0.49,16.9979,138,Evening
Summer,4,Clear,32.42,38.0012,0.5,12.998,146,Evening
Summer,4,Clear,32.42,36.998,0.47,11.0014,256,Evening
Summer,4,Clear,31.48,36.998,0.53,12.998,468,Evening
Summer,4,Clear,31.48,38.0012,0.56,15.0013,483,Evening
Summer,4,Clear,30.54,36.998,0.59,12.998,322,Evening
Summer,4,Clear,29.6,36.0014,0.63,12.998,270,Night
Summer,4,Clear,28.66,34.0016,0.66,19.0012,196,Night
Summer,4,Clear,27.72,32.0018,0.7,16.9979,174,Night
Summer,4,Clear,27.72,32.9984,0.75,12.998,123,Night
Summer,5,Clear,26.78,30.9986,0.79,11.0014,57,Night
Summer,5,Clear,26.78,30.9986,0.79,8.9981,34,Night
Summer,5,Clear,26.78,30.9986,0.79,0,13,Night
Summer,5,Clear,26.78,30.9986,0.79,0,11,Night
Summer,5,Clear,25.84,30.9986,0.84,8.9981,6,Night
Summer,5,Clear,25.84,30.9986,0.84,0,27,Morning
Summer,5,Mist,25.84,30.9986,0.84,0,90,Morning
Summer,5,Mist,26.78,30.9986,0.79,6.0032,254,Morning
Summer,5,Mist,27.72,34.9982,0.77,0,384,Morning
